label,id,date,user_id,text,pic_url,video_url,comment_num,repost_num,like_num,analysis
fake,e56c73c2412c45118996a15235d0d279,2020-02-02 22:25,f2adc24f373001ca045d5411041a30c0,美国公共安全卫生部门经特朗普特批同意将该药物专利豁免向中国紧急公开药物分子结构至4月27日什么意思就是让中国不经美方专利许可直接仿造此药用于紧急治疗命悬一线的肺炎患者 ​​​ ​​​​,[],,16,3,3,经查，此微博称“经特朗普总统特批，同意将该药物专利豁免”不实，据@环球时报 记者发现这事并不存在。详情：https://weibo.com/1974576991/IsuVnAjmV，被举报人言论构成“发布不实信息”。现根据《微博举报投诉操作细则》（<http://service.account.weibo.com/roles/guiding>）第19条，对被举报人处理如下：扣除信用积分2分。上述处理在公布后60分钟内生效。
fake,76992f0a975db38babcacc7b57be09b5,2020-03-20 18:26,0d7b4257041a8c3fe79b540f950f7954,美国的10艘医疗军舰已经开进纽约港，每艘船上有1000张病床，上面拥有所有的医疗抢救设施，每艘船相当于一个雷神山医院。 ​​​​,[],,55,2,46,经查，该微博称“美国的10艘医疗军舰已经开进纽约港”不实，@捉谣记 已辟谣：美国总统特朗普3月18日宣布将分别派遣医疗船前往纽约港和西岸地区，以缓解当地医疗力量不足。目前美国海军拥有两艘医疗船，每艘医疗船能放置1000张病床，详情：https://weibo.com/6590980486/Izvx0lmFG，被举报人言论属于构成“发布不实信息”，现根据《微博举报投诉操作细则》（http://service.account.weibo.com/roles/guiding）第19条，对被举报人处理如下：扣除信用积分5分，禁言7天，禁被关注7天。上述处理在公布后60分钟内生效。
fake,166d914d434593b62452bfe9013f14e6,2020-06-19 00:46,7543fe6215792097c35a909d33f17a53,85岁高龄的钟南山 院士，步履蹒跚，再度出征北京协和医院，对此希望他“钟”止疫情，“南”关将过，“山”河无恙。祝愿祖国安好！ 2上海·西渡 L划时代的传奇之旅的微博视频 ​​​​,[],"http://f.video.weibocdn.com/Rurkudd7lx07EaKzEQBW010412003sQ70E010.mp4?label=mp4_hd&template=544x992.24.0&trans_finger=7c347e6ee1691b93dc7e5726f4ef34b3&media_id=4517329590222856&tp=8x8A3El:YTkl0eM8&us=0&ori=1&bf=4&ot=v&lp=0000hUDeH&ps=4pdsh0&uid=3vCCKw&ab=966-g1&Expires=1599019595&ssig=CPrTaxVycB&KID=unistore,video&480",4,0,3,经查，该微博配发视频称“钟南山院士已空降北京”不实，该内容已被@北京日报 辟谣 。详情：https://weibo.com/1893892941/J7dTA8Eh3 。被投诉人言论构成“发布不实信息”。现根据《微博投诉操作细则》（http://service.account.weibo.com/roles/xize）第24条，对被投诉人处理如下：扣除信用积分2分。上述处理在公布后60分钟内生效。
fake,07fa6024725cc4071aea3a07c6ae0939,2020-03-21 06:27,0b11cb741873dceb6ac2454b4b419374,【美国疫情】美国的10艘医疗军舰已经开进纽约港，每艘船上有1000张病床，上面拥有所有的医疗抢救设施，每艘船相当于一个雷神山医院。—— 没想到第三次世界大战就这样开始了，这是人类对病毒的战争。必胜#美国##美国疫情# 2美国·洛杉矶 L美国陈蔚的微博视频 ​​​​,[],"http://f.video.weibocdn.com/uszghlQ0lx07BRzPWhSE0104120025bL0E010.mp4?label=mp4_hd&template=640x368.25.0&trans_finger=62b30a3f061b162e421008955c73f536&media_id=4484800510099465&tp=8x8A3El:YTkl0eM8&us=0&ori=1&bf=4&ot=h&lp=0000hUDeH&ps=4pdsh0&uid=3vCCKw&ab=966-g1&Expires=1599330877&ssig=xtKKpK6eZb&KID=unistore,video&480",145,10,384,经查，该微博称“美国的10艘医疗军舰已经开进纽约港”不实，@捉谣记 已辟谣：美国总统特朗普3月18日宣布将分别派遣医疗船前往纽约港和西岸地区，以缓解当地医疗力量不足。目前美国海军拥有两艘医疗船，每艘医疗船能放置1000张病床，详情：https://weibo.com/6590980486/Izvx0lmFG，被举报人言论属于构成“发布不实信息”，现根据《微博举报投诉操作细则》（http://service.account.weibo.com/roles/guiding）第19条，对被举报人处理如下：扣除信用积分5分，禁言7天，禁被关注7天。上述处理在公布后60分钟内生效。
fake,433c4b1933cfc46d061e079c6efd7bfd,2020-06-18 05:12,79238a26f42f886ecf6a9b2beccc3ee2,#北京抗疫##北京战役#男神又到北京了，看到您那缓慢的步伐莫名有些心酸，本应该这个年龄在家享福，而您为了每一位中国人的健康，四处奔波，钟老辛苦了！ L馋小爷的微博视频 ​​​​,[],"http://f.video.weibocdn.com/000LDQK8gx07E9rZXfz9010412001zJu0E010.mp4?label=mp4_hd&template=360x640.24.0&trans_finger=6038099a530779e853bb78b617dbd3ab&media_id=4517034210557958&tp=8x8A3El:YTkl0eM8&us=0&ori=1&bf=4&ot=v&lp=0000hUDeH&ps=4pdsh0&uid=3vCCKw&ab=966-g1&Expires=1599020020&ssig=jUlAuXnKhi&KID=unistore,video&480",141,1487,10733,经查，该微博配发视频称“钟南山院士已空降北京”不实，该内容已被@北京日报 辟谣 。详情：https://weibo.com/1893892941/J7dTA8Eh3 。被投诉人言论构成“发布不实信息”。现根据《微博投诉操作细则》（http://service.account.weibo.com/roles/xize）第24条，对被投诉人处理如下：扣除信用积分10分，禁言禁被关注15天。上述处理在公布后60分钟内生效。
fake,d2a5a2b42cf743ed64862cd405fc441f,2020-01-31 00:59,30bb0b0c8d9d177351f35f6fa33b4449,日本从武汉撤回来206位侨民、每人配一辆救护车 。不愧是世界卫生组织连续20年评定医疗水平世界第一的国家。先到医疗研究中心做全部检查，阴性的回家隔离，阳性住院治疗。中国，加油！ ​​​​,[],,0,1,15,经查，此微博称“从武汉撤回来的日本人，迎接他们的是每个人一台救护车，206人=206台救护车”不实，@捉谣记 查证：日本政府实际配备救护车为20辆，网传消息不实。详情：https://weibo.com/6590980486/IrLFPf8TP。被投诉人言论构成“发布不实信息”，且情节恶劣。现根据《微博投诉操作细则》（http://service.account.weibo.com/roles/xize）第19条，对被投诉人处理如下：扣除信用积分20分，禁被关注30天，禁言30天。上述处理在公布后60分钟内生效。
fake,e4b689b1aa3bd2773c650a22b8539473,2020-03-20 22:30,0829f8f774120db83ddc4fcc8a6a185f,美国的10艘医疗军舰已经开进纽约港，每艘船上有1000张病床，上面拥有所有的医疗抢救设施，每艘船相当于一个雷神山医院。—— 没想到第三次世界大战就这样开始了，是人类对病毒的战争。 2温岭市 ​​​​,[],,1,0,3,经查，该微博称“美国的10艘医疗军舰已经开进纽约港”不实，@捉谣记 已辟谣：美国总统特朗普3月18日宣布将分别派遣医疗船前往纽约港和西岸地区，以缓解当地医疗力量不足。目前美国海军拥有两艘医疗船，每艘医疗船能放置1000张病床，详情：https://weibo.com/6590980486/Izvx0lmFG，被举报人言论属于构成“发布不实信息”，现根据《微博举报投诉操作细则》（http://service.account.weibo.com/roles/guiding）第19条，对被举报人处理如下：扣除信用积分5分，禁言7天，禁被关注7天。上述处理在公布后60分钟内生效。
fake,43a1fc88a9d01169279d5da5197c45d4,2020-03-09 19:37,adacdf48fbfff778be44959446a7cdbc,【《最悲惨的一生》主人公吴好运】男，1958年6月生于四川省北川县，出生的第二年中国发生了三年自然灾害，饿了三年肚子的他慢慢长大了，然而他的父母却死于饥饿，1976年，17岁的他考入了华北煤炭医学院（唐山），1976年7月27日他从四川到学校报到，第二天，发生了唐山大地震，他在倒塌的房子下幸运地活了下来，2003年调入广州市第一人民医院，刚刚上班，非典爆发，2008年5月10日，他回家乡北川祭祖，还没来得及走，遇上了汶川大地震，2019年1月，调入武汉市中心医院，2020年遇上了新冠肺炎，身为医生的他上了前线，1月27日被感染住院，2月23日病愈出院，前往福建泉州妻子处养病，入住欣佳宾馆隔离14天，3月7日晚，欣佳宾馆塌了，他没有躲过这次的追杀，享年62岁！,[],,14,6,10,经查，此微博称“吴好运入住泉州欣佳宾馆，没躲过追杀”？等内容不实，据@泉州网警巡查执法：该内容系谣言。详情：https://weibo.com/3094452711/IxQgMCkCj，被举报人言论构成“发布不实信息”，且情节恶劣。现根据《微博举报投诉操作细则》（<http://service.account.weibo.com/roles/guiding>）第19条，对被举报人处理如下：扣除信用积分5分，禁言7天，禁被关注7天。上述处理在公布后60分钟内生效。
fake,d56f5155cfdb1557fa1d387161c01ab6,2020-01-25 09:12,123d73b7aad2d9e38ed618fd73dadc37,#西安爆料##逃离武汉大作战# 老户县，新鄠(hu)邑(yi)，蒋村小伙吴建章，此人在武汉感染后逃离回家，被发现后在户县北关医院隔离治疗晚上8点左右又一次逃离。👮大家，年都过不好了！一只老鼠坏了一锅汤。一声叹息，一地鸡毛！#产经智库# 呼吁：希望大家转发看到此人迅速报警别让病毒再次扩散🙏🙏🙏,"['https://wx1.sinaimg.cn/thumb150/007pVGG6ly1gb8jenans1j30u01b847l.jpg', 'https://wx2.sinaimg.cn/thumb150/007pVGG6ly1gb8jenvu95j30u00tp0yc.jpg', 'https://wx4.sinaimg.cn/thumb150/007pVGG6ly1gb8jepq3rgj30u04lg4qp.jpg']",,66,11,172,经查，此微博称“鄠邑蒋村小伙吴建章，此人在武汉感染后逃离回家”不实，@鄠邑宣传 已辟谣：网上传言武汉归鄠人员吴某逃离医院纯属谣言。详情：https://weibo.com/3953623394/Ir6B8fdQK。被投诉人言论构成“发布不实信息”。现根据《微博投诉操作细则》（http://service.account.weibo.com/roles/xize）第19条，对被投诉人处理如下：扣除信用积分2分。上述处理在公布后60分钟内生效。
fake,db8d0f260785af3a6f0aaba8bf9f3786,2020-03-10 12:30,ec56d4c4a8dff7aaa0e3c9895d26e103,#世卫组织警告全球性流行病威胁已成现实#吴好运，男，1958年6月生于四川省北川县，出生的第二年中国发生了三年自然灾害，饿了三年肚子的他慢慢长大了，然而他的父母却死于饥饿，1976年，17岁的他考入了华北煤炭医学院（唐山），1976年7月27日他从四川到学校报到，第二天，发生了唐山大地震，他在倒塌的房子下幸运地活了下来，2003年调入广州市第一人民医院，刚刚上班，非典爆发，2008年5月10日，他回家乡北川祭祖，还没来得及走，遇上了汶川大地震，2020年1月，调入武汉市中心医院，遇上了新冠肺炎，身为医生的他上了前线，1月27日被感染住院，2月23日病愈出院，前往福建泉州妻子处养病，入住欣佳宾馆隔离14天，3月7日晚，欣佳宾馆塌了，他没有躲过这次的追杀，享年62岁！你看这爹妈起的名字[发呆]倒霉催的[尴尬],[],,9,1,17,经查，此微博称“吴好运入住泉州欣佳宾馆，没躲过追杀”？等内容不实，据@泉州网警巡查执法：该内容系谣言。详情：https://weibo.com/3094452711/IxQgMCkCj，被举报人言论构成“发布不实信息”，且情节恶劣。现根据《微博举报投诉操作细则》（<http://service.account.weibo.com/roles/guiding>）第19条，对被举报人处理如下：扣除信用积分5分，禁言7天，禁被关注7天。上述处理在公布后60分钟内生效。
fake,adb99eb5db25f553f20304404943a61d,2020-02-08 11:37,8b58888419b5edc6dffd8b9e6d6ff53f,【那栋整栋着火的是：广州南岸腾龙国际，女的在家里喷洒酒精消毒，男的在厨房做饭，家里就爆炸了，疫情防控期间，大家对酒精一定要先了解再去安全使用 切记！切记！】（来自 @一点资讯）O网页链接 ​​​​,[],,11,0,2,经查，此微博发视频称“广州南岸腾龙国际，女的在家里喷洒酒精消毒，男的在厨房做饭，家里就爆炸了”不实，@武汉消防 已辟谣：实为2020年1月1日17时许，重庆加州花园小区一楼房火灾。详情：https://weibo.com/3217343880/It7o2cGCz，被举报人言论构成“发布不实信息”。现根据《微博举报投诉操作细则》（<http://service.account.weibo.com/roles/guiding>）第19条，对被举报人处理如下：扣除信用积分2分。上述处理在公布后60分钟内生效。
fake,3dac58ea8cfef832bde25278a699fd45,2020-03-12 11:00,d467eb8adc329875bf48187e6c445e40,今日份魔幻行为：马来西亚王牌巫师徒手抓新冠病毒，表演后被感染，目前已被隔离 L虎嗅APP的微博视频 ​​​​,[],"http://f.video.weibocdn.com/BItiDKR2lx07BDtBFTS8010412003B7u0E010.mp4?label=mp4_720p&template=720x728.25.0&trans_finger=1f0da16358befad33323e3a1b7f95fc9&media_id=4481594392772648&tp=8x8A3El:YTkl0eM8&us=0&ori=1&bf=4&ot=h&lp=0000hUDeH&ps=4pdsh0&uid=3vCCKw&ab=966-g1&Expires=1599336174&ssig=Cq1aWdb%2Fgs&KID=unistore,video&480",111,61,347,经查，该微博发视频称“马来西亚巫师病床作法抓新冠病毒”不实，@天津辟谣 已辟谣：“经查证，这是个老视频，和新冠病毒毫无关系。在外网上能够找见的最初版本是2018年11月4日，并未附带马来西亚、巫师、病毒等信息。详情：https://weibo.com/7330126026/IyPSlzIJt，被举报人言论属于构成“发布不实信息”，现根据《微博举报投诉操作细则》（http://service.account.weibo.com/roles/guiding）第19条，对被举报人处理如下：扣除信用积分5分，禁言7天 ，禁被关注7天。上述处理在公布后60分钟内生效。
fake,d08ddac9fbb158b3dd5071614db1492e,2020-03-02 01:54,5bfe34cc8d92b70ea214e42db2dc0075,《“我不是中国人”，华人女子获美国绿卡，慷慨对美捐赠20万只口罩》此视频已有1.1万次播放，快来一起看看！O网页链接 ​​​​,"['https://wx2.sinaimg.cn/thumb150/9d5b0c17ly1gceynic052j20ic0aajs4.jpg', 'https://wx2.sinaimg.cn/thumb150/9d5b0c17ly1gceyo0wk9cj21hc0u0jyx.jpg']",,0,0,3,经查，此微博称“女子慷慨对美捐赠20万只口罩，并称已经获得美国绿卡，即将加入美国国籍，现在已经不是中国人”等内容不实，据@宁波晚报：漏洞百出！系造谣。详情：https://weibo.com/1938523582/IwMiLFyoF，被举报人言论构成“发布不实信息”，且情节恶劣。现根据《微博举报投诉操作细则》（<http://service.account.weibo.com/roles/guiding>）第19条，对被举报人处理如下：扣除信用积分5分，禁言7天，禁被关注7天。上述处理在公布后60分钟内生效。
fake,4b796418cad9ae13f4cc039390b85d90,2020-06-18 08:33,784a59c88e5313e3007fca8a550a4a04,钟南山来北京了……眼睛不知不觉湿润了，本该养老的年龄，为了“钟”止疫情，度过“南”关，再次出“山”！#北京身边事##北京头条# 2北京·北京鸟巢水立方 ​​​​,"['https://wx1.sinaimg.cn/thumb150/5dda74e5ly1gfw54jraw7j20rd0xf1gm.jpg', 'https://wx3.sinaimg.cn/thumb150/5dda74e5ly1gfw54j2hx4j20q70y80ye.jpg']",,2,9,54,经查，该微博配发视频称“84岁钟南山院士已空降北京”不实，该内容已被@北京日报 辟谣： 钟院士目前仍在广州工作。详情：https://weibo.com/1893892941/J7dTA8Eh3 。被投诉人言论构成“发布不实信息”。现根据《微博投诉操作细则》（http://service.account.weibo.com/roles/xize）第24条，对被投诉人处理如下：扣除信用积分2分。上述处理在公布后60分钟内生效。
fake,9bb8ac2818ccda0f74f2f78dc66545f9,2020-03-20 22:31,c17c12189edc58e53fc3f4b97b2c4475,美国的10艘医疗军舰已经开进纽约港，每艘船上有1000张病床，上面拥有所有的医疗抢救设施，每艘船相当于一个雷神山医院。【如果不是病毒，谁能想到人家的实力】 ​​​​,"['https://wx2.sinaimg.cn/orj360/006F9zKHly1gd0rk8s74tj30rs0ju466.jpg', 'https://wx2.sinaimg.cn/orj360/006F9zKHly1gd0rk9anslj31hc0u0khg.jpg']",,14,2,15,经查，该微博称“美国的10艘医疗军舰已经开进纽约港”不实，@捉谣记 已辟谣：美国总统特朗普3月18日宣布将分别派遣医疗船前往纽约港和西岸地区，以缓解当地医疗力量不足。目前美国海军拥有两艘医疗船，每艘医疗船能放置1000张病床，详情：https://weibo.com/6590980486/Izvx0lmFG，被举报人言论属于构成“发布不实信息”，现根据《微博举报投诉操作细则》（http://service.account.weibo.com/roles/guiding）第19条，对被举报人处理如下：扣除信用积分5分，禁言7天，禁被关注7天。上述处理在公布后60分钟内生效。
